claim_id,claim_text,category,initial_risk,video_id,channel_id,channel_name,video_title,timestamp_sec,extraction_version,final_verdict,confidence,suspicion_score,suspicion_note,human_reviewed,reviewer_note,archived_at,archive_reason,source_url,reasoning,source_directness,evidence_stance,source_tier,calibration_flags,priority_score
83,Parkinson hastalığının prodromal evresinde periferik otonom sinir fonksiyon bozukluğu tırnak matriksini besleyen dokuyu etkileyerek tırnak kalitesini değiştirir.,mekanizma,medium,P4m9F9mykQ8,UCXhDI7n_iC4J9jR3GYJKkcQ,Dr. Stefen Radoslaw ile Fizyoterapi,Nörolog Uyarıyor: 60 Yaş Sonrası Tırnaklarınız Böyleyse 4 Hastalığı Gizliyor Olabilir,259,v1,belirsiz,0.15,50.0,belirsiz,0.0,,2026-08-13 09:59:07,superseded_v2,https://www.sciencedirect.com/science/article/pii/S0969996119303754,,,,primary_study,,0.0
56,Her gün aynı saatte 15 dakikalık düzenli yürüyüş yapmak bacaklardaki yorgunluğu zamanla gerçekten azaltır.,tedavi,low,LAR4Cm1od0U,UCBhdMrBXcuq1IdPl8uO6KvQ,Dr. Elif Yılmaz,Akşamları Bacaklarınız Neden Ağırlaşıyor? Gizli Sebep ve Doğal Çözüm!,380,v1,doğrulanmış,0.65,17.5,şüphesiz,1.0,arşivlendi,2026-08-13 06:51:17,manual,https://tjtcvs.org/articles/doi/tgkdc.dergisi.2020.18068,,,,other,,0.0
87,"Yarı yarıya tırnaklar (Lindsay tırnakları), tırnağın alt yarısının beyaz/soluk üst yarısının pembe/kahverengi olduğu keskin sınırlı örüntü, kronik böbrek yetmezliği ile güçlü bir ilişki taşır.",tanı,high,P4m9F9mykQ8,UCXhDI7n_iC4J9jR3GYJKkcQ,Dr. Stefen Radoslaw ile Fizyoterapi,Nörolog Uyarıyor: 60 Yaş Sonrası Tırnaklarınız Böyleyse 4 Hastalığı Gizliyor Olabilir,481,v1,doğrulanmış,0.65,17.5,şüphesiz,0.0,,2026-08-13 09:59:07,superseded_v2,https://litfl.com/lindsay-nails/,,,,other,tier_cap:other,0.0
95,Metformin ve proton pompası inhibitörleri gibi yaygın ilaçlar B12 emilimini düşürür.,mekanizma,medium,P4m9F9mykQ8,UCXhDI7n_iC4J9jR3GYJKkcQ,Dr. Stefen Radoslaw ile Fizyoterapi,Nörolog Uyarıyor: 60 Yaş Sonrası Tırnaklarınız Böyleyse 4 Hastalığı Gizliyor Olabilir,886,v1,doğrulanmış,0.85,7.5,şüphesiz,0.0,,2026-08-13 09:59:07,superseded_v2,https://www.sciencedirect.com/science/article/pii/S2161831322012467,,,,primary_study,,0.0
84,Koku duyusunda azalma Parkinson hastalığının prodromal evresinin en güvenilir erken göstergelerinden biridir.,tanı,medium,P4m9F9mykQ8,UCXhDI7n_iC4J9jR3GYJKkcQ,Dr. Stefen Radoslaw ile Fizyoterapi,Nörolog Uyarıyor: 60 Yaş Sonrası Tırnaklarınız Böyleyse 4 Hastalığı Gizliyor Olabilir,294,v1,doğrulanmış,0.85,7.5,şüphesiz,0.0,,2026-08-13 09:59:07,superseded_v2,https://onlinelibrary.wiley.com/doi/10.1155/2019/3753786,,,,primary_study,tier_cap:primary_study,0.0
54,Otururken ayak bileği hareketleri yapmak küçük bir pompa gibi çalışarak bacak ağırlığını azaltır.,tedavi,low,LAR4Cm1od0U,UCBhdMrBXcuq1IdPl8uO6KvQ,Dr. Elif Yılmaz,Akşamları Bacaklarınız Neden Ağırlaşıyor? Gizli Sebep ve Doğal Çözüm!,299,v1,doğrulanmış,0.85,7.5,şüphesiz,1.0,arşivlendi,2026-08-13 06:51:19,manual,https://pmc.ncbi.nlm.nih.gov/articles/PMC12482818/,,,,primary_study,,0.0
90,Demir eksikliği gece bacak huzursuzluğu (huzursuz bacak sendromu benzeri belirtiler) ile ilişkilidir.,mekanizma,medium,P4m9F9mykQ8,UCXhDI7n_iC4J9jR3GYJKkcQ,Dr. Stefen Radoslaw ile Fizyoterapi,Nörolog Uyarıyor: 60 Yaş Sonrası Tırnaklarınız Böyleyse 4 Hastalığı Gizliyor Olabilir,712,v1,doğrulanmış,0.85,7.5,şüphesiz,0.0,,2026-08-13 09:59:07,superseded_v2,https://pubmed.ncbi.nlm.nih.gov/23494945/,,,,primary_study,tier_cap:primary_study,0.0
93,B12 vitamini sinir liflerini koruyan miyelin kılıfının üretimi için kritik olup yetersizliği hem omurilikte hem periferik sinirlerde miyelin bozulmasına yol açar.,mekanizma,medium,P4m9F9mykQ8,UCXhDI7n_iC4J9jR3GYJKkcQ,Dr. Stefen Radoslaw ile Fizyoterapi,Nörolog Uyarıyor: 60 Yaş Sonrası Tırnaklarınız Böyleyse 4 Hastalığı Gizliyor Olabilir,844,v1,doğrulanmış,0.85,7.5,şüphesiz,0.0,,2026-08-13 09:59:07,superseded_v2,https://www.ncbi.nlm.nih.gov/books/NBK560728/,,,,primary_study,tier_cap:primary_study,0.0
162,"72 yaşındaki tip 2 diyabet hastası, ilaçlarını değiştirmeden sadece tükettiği dört meyveyi değiştirerek 6 haftada açlık kan şekerini 15 puan düşürdü.",tedavi,high,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,2,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
163,"Metabolik sorunu olmayan kişiler için her meyve faydalıdır, ancak prediyabet, insülin direnci veya tip 2 diyabeti olanlar için bazı meyveler kan şekerini olumsuz etkiler.",diğer,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,88,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
164,"Glisemik indeksi 55'in altındaki yiyecekler düşük ve güvenli, 70'in üzerindekiler kan şekerini sabit tutması gereken biri için problemlidir.",diğer,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,242,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
165,"Glisemik yük değeri 10'un altında olan yiyecekler güvenli kabul edilirken, 20'nin üzerindeki değerler dikkat gerektirir.",diğer,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,290,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
166,"Taze kirazın glisemik indeksi 27'dir ve 120 gramlık porsiyonunun glisemik yükü 6'dır, bu da onu kan şekeri kontrolü için güvenli yapar.",diğer,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,359,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
167,Kirazdaki antosyaninler yüksek kan şekerinin arter duvarlarında yarattığı oksidatif hasarı azaltan antiinflamatuar ve antioksidan özelliklere sahiptir.,mekanizma,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,383,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
168,"Guava'nın glisemik indeksi 23, glisemik yükü 3'tür ve eşit ağırlıktaki portakaldan daha fazla C vitamini ve likopen içerir.",diğer,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,441,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
169,"Meyvedeki fruktozun karaciğere zarar verdiği iddiası tamamen asılsızdır; fruktoz sadece izole/konsantre halde (şurup, meyve suyu) tüketildiğinde zarar verir, bütün meyvede zarar vermez.",mekanizma,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,471,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
170,"Çileğin glisemik indeksi 41, glisemik yükü 3'tür ve içerdiği ellajik asit insülin duyarlılığını artırır.",mekanizma,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,512,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
171,"Avokadonun glisemik indeksi 10, glisemik yükü 2'dir ve kan şekeri etkisi neredeyse sıfırdır.",diğer,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,556,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
172,"Çileğin içerdiği elajik asit, hücrelerin insülin duyarlılığını artırır.",mekanizma,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,529,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
173,Avokadonun glisemik indeksi 10 ve glisemik yükü 2'dir.,diğer,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,556,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
174,Avokadodaki tekli doymamış yağlar HDL kolesterolü artırıp LDL kolesterolü düşürür.,mekanizma,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,580,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
175,Tip 2 diyabet hastaları günde yarım avokado tüketmelidir.,doz,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,616,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
176,Armutun glisemik indeksi 38 ve glisemik yükü 4'tür.,diğer,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,622,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
177,"Armuttaki pektin, mide boşalmasını ve şekerin emilimini yavaşlatarak kan şekeri eğrisini dengeler.",mekanizma,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,629,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
178,Pektin bağırsakta safra asitlerine bağlanarak vücuttan atılmasını sağlar ve kolesterolü olumlu etkiler.,mekanizma,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,642,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
179,"Olgunlaşmamış, eti sert armutlar içerdiği dirençli nişasta sayesinde glisemik etkiyi azaltır.",mekanizma,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,673,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
180,Elmanın glisemik indeksi 39 ve glisemik yükü 6'dır.,diğer,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,678,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
181,"Elma kabuğundaki pektin, kersetin ve klorojenik asit antioksidan etkisi sağlar ve kan şekerini yavaş yükseltir.",mekanizma,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,684,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
182,Kivinin glisemik indeksi 38 ve glisemik yükü 9'dur.,diğer,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,728,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
183,"Orta boy bir kivi, günlük C vitamini ihtiyacının %100'ünü karşılar.",diğer,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,735,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
184,"C vitamini, diyabette yüksek kan şekerinin damarlarda yarattığı oksidatif stresi önlemede kritik rol oynar.",mekanizma,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,750,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
185,Kividaki aktinidin enzimi damar genişletici özelliğiyle diyabetteki hipertansiyonu kontrol etmeye yardımcı olur.,mekanizma,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,757,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
186,Bütün bir portakalın glisemik indeksi 40 ve glisemik yükü 5'tir.,diğer,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,784,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
187,"Portakal suyunun glisemik yükü, sıkma işlemiyle lifin kaybolması nedeniyle 20'nin üzerine çıkar.",mekanizma,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,832,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
188,Şeftalinin glisemik indeksi 42 ve glisemik yükü 4'tür.,diğer,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,847,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
189,Şeftalideki betakaroten vücutta A vitaminine dönüşerek diyabet hastalarında antioksidan savunmaya katkı sağlar.,mekanizma,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,857,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
190,Şuruplu veya konserve şeftaliler ilave şeker nedeniyle glisemik yükü kontrolden çıkmış yiyeceklerdir.,diğer,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,877,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
191,C vitamini eksikliği diyabetik komplikasyonları hızlandırabilir.,mekanizma,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,906,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
192,Yaban mersininin glisemik indeksi 53 ve glisemik yükü 5'tir.,diğer,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,944,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
193,Yaban mersini çilek ve kirazdan daha yoğun oranda antosiyanin içerir.,diğer,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,956,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
194,"Yaban mersini insülin duyarlılığını artırır ve böbrek, retina ve periferik sinirlerdeki mikrovasküler sistemi korur.",mekanizma,high,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,964,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
195,Haftada birkaç kez 80-120 gram taze yaban mersini tüketmek metabolizma için faydalıdır.,doz,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,980,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
196,Meyve olgunlaştıkça içindeki dirençli nişasta basit şekerlere dönüşerek kan şekerini daha hızlı yükseltir.,mekanizma,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,1009,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
197,120 gramlık mangonun glisemik yükü 14'tür ve bu diyabet yönetiminde dikkat gerektiren bir seviyedir.,diğer,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,1132,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
198,Tatlı meyveye chia veya keten tohumu eklemek glisemik indeksi yavaşlatır ama toplam glisemik yükü (karbonhidrat miktarını) düşürmez.,mekanizma,medium,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,1166,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
199,"Ananasın glisemik indeksi 59, glisemik yükü 14'tür.",diğer,low,bZsorXWeLhM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Kan Şekerini Düşüren 10 Meyve Ve Uzak Durmanız Gereken 5 Tehli̇keli̇ Tür,1206,v1,,,,veri_eksik,,,2026-08-13 12:21:20,superseded_v2.1,,,,,other,,
